"OBJECTID","POLY_ID","LAND_AREA","WATER_AREA","FRESH_AREA","OCEAN_AREA","TOTAL_AREA"
10955,965026,17984,42,42,0,18026
10956,965027,35087,136,136,0,35223
10957,965028,20442,0,0,0,20442
10958,965029,14682,0,0,0,14682
10959,965030,18995,0,0,0,18995
10960,965031,2095,0,0,0,2095
10961,965032,16476,43,43,0,16519
10962,965033,16914,0,0,0,16914
10963,965034,22832,0,0,0,22832
10964,965035,6522,0,0,0,6522
10965,965036,23999,1,1,0,24000
10966,965037,17254,0,0,0,17254
10967,965038,2379,0,0,0,2379
10968,965039,11089,828,828,0,11917
10969,965040,17406,132,132,0,17538
10970,965041,53549,189,189,0,53738
10971,965042,26573,0,0,0,26573
10972,966001,13997,387,387,0,14384
10973,966002,44465,624,624,0,45089
10974,966003,92376,284,284,0,92660
10975,966004,9257,0,0,0,9257
10976,966005,20183,0,0,0,20183
10977,966006,57413,91,91,0,57504
10978,966007,2444,0,0,0,2444
10979,966008,5247,237,237,0,5484
10980,966009,19254,19,19,0,19273
10981,966010,3528,0,0,0,3528
10982,966011,9347,0,0,0,9347
10983,966012,58368,12971,12971,0,71339
10984,966013,60978,554,554,0,61532
10985,966014,6241,0,0,0,6241
10986,966015,14629,0,0,0,14629
10987,966016,50699,256,256,0,50955
10988,966017,8835,121,121,0,8956
10989,966018,10287,0,0,0,10287
10990,966019,11122,0,0,0,11122
10991,966020,16000,713,713,0,16713
10992,966021,15976,3546,3546,0,19522
10993,966022,3236,200,200,0,3436
10994,966023,10636,195,195,0,10831
10995,966024,6504,0,0,0,6504
10996,966025,24576,0,0,0,24576
10997,966026,96213,956,956,0,97169
10998,966027,18742,1361,1361,0,20103
10999,966028,11799,105,105,0,11904
11000,966029,2849,292,292,0,3141
11001,966030,26072,131,131,0,26203
11002,966031,10954,0,0,0,10954
11003,966032,3997,0,0,0,3997
11004,966033,8232,0,0,0,8232
11005,966034,6821,744,744,0,7565
11006,966035,5378,154,154,0,5532
11007,966036,34795,0,0,0,34795
11008,966037,98324,272,272,0,98596
11009,966038,51335,0,0,0,51335
11010,966039,4950,0,0,0,4950
11011,966040,11840,168,168,0,12008
11012,966041,5503,1255,1255,0,6758
11013,966042,9960,0,0,0,9960
11014,966043,5658,0,0,0,5658
11015,966044,16584,0,0,0,16584
11016,966045,10025,0,0,0,10025
11017,966046,1759,0,0,0,1759
11018,966047,11379,0,0,0,11379
11019,966048,8449,0,0,0,8449
11020,966049,23504,0,0,0,23504
11021,967001,259736,8439,8439,0,268175
11022,967002,13632,0,0,0,13632
11023,967003,62623,0,0,0,62623
11024,967004,25974,405,405,0,26379
11025,967005,2127,0,0,0,2127
11026,967006,4903,0,0,0,4903
11027,967007,164776,264,264,0,165040
11028,967008,4584,0,0,0,4584
11029,967009,37797,0,0,0,37797
11030,967010,3794,2615,2615,0,6409
11031,967011,6704,10223,10223,0,16927
11032,967012,11943,0,0,0,11943
11033,967013,26865,438,438,0,27303
11034,967014,100383,1084,1084,0,101467
11035,967015,8107,2535,2535,0,10642
11036,967016,5022,61,61,0,5083
11037,967017,5295,0,0,0,5295
11038,968001,8822,0,0,0,8822
11039,968002,10825,0,0,0,10825
11040,968003,9351,0,0,0,9351
11041,968004,36860,0,0,0,36860
11042,968005,31484,0,0,0,31484
11043,968006,36479,0,0,0,36479
11044,968007,47544,4038,4038,0,51582
11045,968008,4294,0,0,0,4294
11046,968009,2459,0,0,0,2459
11047,968010,4251,0,0,0,4251
11048,968011,14972,0,0,0,14972
11049,968012,8847,3525,3525,0,12372
11050,968013,3026,595,595,0,3621
11051,968014,4013,514,514,0,4527
11052,968015,15460,135,135,0,15595
11053,968016,10660,0,0,0,10660
11054,968017,5837,0,0,0,5837
11055,968018,23961,409,409,0,24370
11056,968019,33200,0,0,0,33200
11057,968020,11760,0,0,0,11760
11058,968021,23040,0,0,0,23040
11059,968022,106477,3464,3464,0,109941
11060,968023,4064,0,0,0,4064
11061,968024,8484,3032,3032,0,11516
11062,968025,166416,11569,11569,0,177985
11063,969001,16184,48,48,0,16232
11064,969002,4807,0,0,0,4807
11065,969003,47521,0,0,0,47521
11066,969004,6908,145,145,0,7053
11067,969005,6060,0,0,0,6060
11068,969006,48860,92,92,0,48952
11069,969007,20283,0,0,0,20283
11070,969008,30892,0,0,0,30892
11071,969009,42513,0,0,0,42513
11072,969010,105899,0,0,0,105899
11073,969011,19408,0,0,0,19408
11074,969012,16690,32,32,0,16722
11075,969013,104912,72,72,0,104984
11076,969014,47092,1098,1098,0,48190
11077,969015,100263,0,0,0,100263
11078,969016,14975,0,0,0,14975
11079,969017,16348,0,0,0,16348
11080,969018,7501,0,0,0,7501
11081,969019,12903,0,0,0,12903
11082,969020,9849,0,0,0,9849
11083,969021,12651,0,0,0,12651
11084,969022,17539,53,53,0,17592
11085,969023,30959,0,0,0,30959
11086,969024,13329,0,0,0,13329
11087,969025,20590,266,266,0,20856
11088,969026,20426,0,0,0,20426
11089,969027,12344,0,0,0,12344
11090,969028,20144,0,0,0,20144
11091,969029,13352,0,0,0,13352
11092,970001,3217,0,0,0,3217
11093,970002,159920,138,138,0,160058
11094,970003,10870,0,0,0,10870
11095,970004,1702,0,0,0,1702
11096,970005,27934,0,0,0,27934
11097,970006,65530,0,0,0,65530
11098,970007,109708,72,72,0,109780
11099,970008,14746,7,7,0,14753
11100,970009,7919,0,0,0,7919
11101,970010,18059,265,265,0,18324
11102,970011,24466,0,0,0,24466
11103,970012,11367,0,0,0,11367
11104,970013,47963,14,14,0,47977
11105,970014,14246,0,0,0,14246
11106,970015,7852,0,0,0,7852
11107,970016,24704,0,0,0,24704
11108,970017,25066,14,14,0,25080
11109,970018,37039,741,741,0,37780
11110,970019,4962,0,0,0,4962
11111,970020,25304,39,39,0,25343
11112,970021,9396,0,0,0,9396
11113,970022,4508,0,0,0,4508
11114,970023,6899,0,0,0,6899
11115,970024,19230,0,0,0,19230
11116,970025,4452,0,0,0,4452
11117,970026,18390,0,0,0,18390
11118,970027,55535,697,697,0,56232
11119,970028,13237,0,0,0,13237
11120,970029,4349,0,0,0,4349
11121,970030,145604,101,101,0,145705
11122,970031,27220,0,0,0,27220
11123,970032,6619,0,0,0,6619
11124,970033,59356,284,284,0,59640
11125,970034,11070,0,0,0,11070
11126,970035,39122,0,0,0,39122
11127,970036,15637,0,0,0,15637
11128,970037,6874,0,0,0,6874
11129,970038,47246,697,697,0,47943
11130,970039,36516,0,0,0,36516
11131,970040,59093,288,288,0,59381
11132,970041,4250,0,0,0,4250
11133,970042,6755,0,0,0,6755
11134,970043,9717,0,0,0,9717
11135,970044,4178,0,0,0,4178
11136,970045,23442,0,0,0,23442
11137,970046,2879,0,0,0,2879
11138,970047,14468,0,0,0,14468
11139,970048,38685,55,55,0,38740
11140,970049,38844,0,0,0,38844
11141,970050,8984,3,3,0,8987
11142,970051,28174,0,0,0,28174
11143,971001,7694,0,0,0,7694
11144,971002,13895,0,0,0,13895
11145,971003,16300,432,432,0,16732
11146,971004,8281,0,0,0,8281
11147,971005,25487,0,0,0,25487
11148,971006,5177,0,0,0,5177
11149,971007,16992,0,0,0,16992
11150,971008,74277,1952,1952,0,76229
11151,971009,16818,0,0,0,16818
11152,971010,33615,0,0,0,33615
11153,971011,19064,152,152,0,19216
11154,971012,31919,0,0,0,31919
11155,971013,3731,0,0,0,3731
11156,971014,4812,0,0,0,4812
11157,971015,8601,0,0,0,8601
11158,972001,6135,0,0,0,6135
11159,972002,52907,277,277,0,53184
11160,972003,21628,24,24,0,21652
11161,972004,53749,16,16,0,53765
11162,972005,32339,88,88,0,32427
11163,972006,27056,281,281,0,27337
11164,972007,6929,26,26,0,6955
11165,972008,59569,1254,1254,0,60823
11166,972009,42533,141,141,0,42674
11167,972010,52025,1634,1634,0,53659
11168,972011,6132,0,0,0,6132
11169,972012,78474,0,0,0,78474
11170,972013,42871,670,670,0,43541
11171,972014,52416,12530,12530,0,64946
11172,972015,12568,0,0,0,12568
11173,972016,10744,0,0,0,10744
11174,972017,98034,7932,7932,0,105966
11175,972018,197245,33490,33490,0,230735
11176,972019,7798,0,0,0,7798
11177,972020,41187,17601,17601,0,58788
11178,972021,7505,1360,1360,0,8865
11179,972022,18938,3769,3769,0,22707
11180,972023,106659,9639,9639,0,116298
11181,972024,57734,3115,3115,0,60849
11182,972025,9477,453,453,0,9930
11183,972026,20207,740,740,0,20947
11184,972027,8886,148,148,0,9034
11185,972028,54604,6977,6977,0,61581
11186,972029,34759,1007,1007,0,35766
11187,972030,54226,2287,2287,0,56513
11188,972031,35093,0,0,0,35093
11189,972032,14116,0,0,0,14116
11190,972033,12421,2546,2546,0,14967
11191,972034,33668,4,4,0,33672
11192,972035,17531,4208,4208,0,21739
11193,972036,12351,0,0,0,12351
11194,972037,9999,1946,1946,0,11945
11195,973001,30299,4,4,0,30303
11196,973002,40060,1767,1767,0,41827
11197,973003,100248,6548,6548,0,106796
11198,973004,43337,1851,1851,0,45188
11199,973005,12659,0,0,0,12659
11200,973006,20423,162,162,0,20585
11201,973007,3683,0,0,0,3683
11202,973008,6024,342,342,0,6366
11203,973009,4775,0,0,0,4775
11204,973010,19634,0,0,0,19634
11205,973011,1280,0,0,0,1280
11206,973012,14630,0,0,0,14630
11207,973013,10702,1585,1585,0,12287
11208,973014,11887,4701,4701,0,16588
11209,973015,3730,0,0,0,3730
11210,973016,3430,205,205,0,3635
11211,973017,15265,466,466,0,15731
11212,973018,22231,7865,7865,0,30096
11213,973019,10934,0,0,0,10934
11214,973020,46116,6091,6091,0,52207
11215,973021,69310,3080,3080,0,72390
11216,973022,50882,1855,1855,0,52737
11217,973023,11217,0,0,0,11217
11218,973024,35506,13654,13654,0,49160
11219,973025,30375,1652,1652,0,32027
11220,973026,4193,0,0,0,4193
11221,973027,15058,138,138,0,15196
11222,973028,9067,4595,4595,0,13662
11223,973029,10826,0,0,0,10826
11224,973030,8213,310,310,0,8523
11225,973031,73128,7419,7419,0,80547
11226,973032,8343,111,111,0,8454
11227,973033,19461,1982,1982,0,21443
11228,973034,7849,1604,1604,0,9453
11229,973035,28430,208,208,0,28638
11230,973036,81514,1513,1513,0,83027
11231,974001,44006,313,313,0,44319
11232,974002,31616,1955,1955,0,33571
11233,974003,33739,216,216,0,33955
11234,974004,14804,0,0,0,14804
11235,974005,55192,8264,8264,0,63456
11236,974006,41469,503,503,0,41972
11237,974007,105729,3916,3916,0,109645
11238,974008,81545,1951,1951,0,83496
11239,974009,66393,834,834,0,67227
11240,974010,45829,314,314,0,46143
11241,974011,6928,0,0,0,6928
11242,974012,14149,106,106,0,14255
11243,974013,22678,58,58,0,22736
11244,974014,91756,432,432,0,92188
11245,974015,24794,759,759,0,25553
11246,974016,47180,940,940,0,48120
11247,974017,10470,0,0,0,10470
11248,974018,52885,3466,3466,0,56351
11249,974019,40017,1797,1797,0,41814
11250,974020,111281,2648,2648,0,113929
11251,974021,12156,0,0,0,12156
11252,974022,19496,20,20,0,19516
11253,974023,5503,7,7,0,5510
11254,974024,9358,0,0,0,9358
11255,974025,40509,5077,5077,0,45586
11256,974026,69022,74,74,0,69096
11257,974027,35176,101,101,0,35277
11258,974028,18839,0,0,0,18839
11259,974029,20227,55,55,0,20282
11260,974030,9161,0,0,0,9161
11261,974031,16640,612,612,0,17252
11262,974032,40282,623,623,0,40905
11263,974033,42947,304,304,0,43251
11264,974034,68679,244,244,0,68923
11265,974035,25405,333,333,0,25738
11266,974036,22620,0,0,0,22620
11267,974037,94501,237,237,0,94738
11268,974038,73803,383,383,0,74186
11269,974039,81514,117,117,0,81631
11270,974040,136350,768,768,0,137118
11271,974041,34700,66,66,0,34766
11272,974042,15454,0,0,0,15454
11273,974043,86999,732,732,0,87731
11274,974044,53308,641,641,0,53949
11275,974045,34877,0,0,0,34877
11276,974046,20589,0,0,0,20589
11277,975001,44974,0,0,0,44974
11278,975002,118670,364,364,0,119034
11279,975003,40920,0,0,0,40920
11280,975004,129476,439,439,0,129915
11281,975005,179492,91,91,0,179583
11282,975006,18147,0,0,0,18147
11283,975007,119912,8893,8893,0,128805
11284,975008,33147,72,72,0,33219
11285,975009,10390,0,0,0,10390
11286,975010,17978,0,0,0,17978
11287,975011,14065,0,0,0,14065
11288,975012,46133,0,0,0,46133
11289,975013,14506,0,0,0,14506
11290,975014,49406,0,0,0,49406
11291,975015,16098,405,405,0,16503
11292,975016,29891,826,826,0,30717
11293,975017,52156,60,60,0,52216
11294,975018,24503,0,0,0,24503
11295,975019,53811,69,69,0,53880
11296,976001,114490,900,900,0,115390
11297,976002,51099,1830,1830,0,52929
11298,976003,10337,0,0,0,10337
11299,976004,6046,0,0,0,6046
11300,976005,107976,1803,1803,0,109779
11301,976006,19951,229,229,0,20180
11302,976007,3820,233,233,0,4053
11303,976008,71945,1033,1033,0,72978
11304,976009,23396,327,327,0,23723
11305,976010,24108,1846,1846,0,25954
11306,976011,44314,1047,1047,0,45361
11307,976012,34484,610,610,0,35094
11308,976013,5448,417,417,0,5865
11309,976014,12713,2653,2653,0,15366
11310,976015,36786,3166,3166,0,39952
11311,976016,77501,4946,4946,0,82447
11312,976017,6690,90,90,0,6780
11313,976018,28383,965,965,0,29348
11314,976019,12351,0,0,0,12351
11315,976020,22633,233,233,0,22866
11316,977001,182875,1126,1126,0,184001
11317,977002,46455,35,35,0,46490
11318,977003,67297,793,793,0,68090
11319,977004,49316,3354,3354,0,52670
11320,977005,30702,392,392,0,31094
11321,977006,17201,1682,1682,0,18883
11322,977007,82311,1255,1255,0,83566
11323,977008,48222,2196,2196,0,50418
11324,977009,30033,139,139,0,30172
11325,977010,50015,0,0,0,50015
11326,977011,30523,0,0,0,30523
11327,977012,31299,75,75,0,31374
11328,977013,120988,380,380,0,121368
11329,977014,9900,0,0,0,9900
11330,977015,17538,187,187,0,17725
11331,977016,65306,2008,2008,0,67314
11332,977017,21190,16,16,0,21206
11333,977018,25216,977,977,0,26193
11334,977019,63975,672,672,0,64647
11335,977020,27167,448,448,0,27615
11336,977021,15694,0,0,0,15694
11337,977022,9824,0,0,0,9824
11338,977023,137025,849,849,0,137874
11339,977024,23994,0,0,0,23994
11340,977025,128916,1219,1219,0,130135
11341,977026,10261,0,0,0,10261
11342,977027,25716,0,0,0,25716
11343,977028,82335,1073,1073,0,83408
11344,977029,25313,0,0,0,25313
11345,977030,53205,8,8,0,53213
11346,977031,7601,0,0,0,7601
11347,977032,41524,256,256,0,41780
11348,977033,51090,0,0,0,51090
11349,978001,25878,3459,3459,0,29337
11350,978002,79520,1271,1271,0,80791
11351,978003,12542,51,51,0,12593
11352,978004,31336,0,0,0,31336
11353,978005,11274,305,305,0,11579
11354,978006,106611,696,696,0,107307
11355,978007,16814,559,559,0,17373
11356,978008,5295,128,128,0,5423
11357,978009,9327,204,204,0,9531
11358,978010,24627,1527,1527,0,26154
11359,978011,93058,846,846,0,93904
11360,978012,10778,443,443,0,11221
11361,978013,15745,0,0,0,15745
11362,978014,18888,828,828,0,19716
11363,978015,21618,0,0,0,21618
11364,978016,12394,0,0,0,12394
11365,978017,4038,0,0,0,4038
11366,978018,11258,75,75,0,11333
11367,978019,50827,395,395,0,51222
11368,978020,12467,1543,1543,0,14010
11369,978021,15224,202,202,0,15426
11370,978022,44589,546,546,0,45135
11371,978023,9399,94,94,0,9493
11372,978024,25871,275,275,0,26146
11373,978025,21559,1166,1166,0,22725
11374,978026,18890,1459,1459,0,20349
11375,978027,33588,392,392,0,33980
11376,978028,5668,1829,1829,0,7497
11377,978029,20454,373,373,0,20827
11378,978030,24880,707,707,0,25587
11379,978031,43781,313,313,0,44094
11380,978032,4892,0,0,0,4892
11381,979001,4399,0,0,0,4399
11382,979002,59269,83,83,0,59352
11383,979003,25224,0,0,0,25224
11384,979004,35836,69,69,0,35905
11385,979005,31380,149,149,0,31529
11386,979006,15556,0,0,0,15556
11387,979007,58848,0,0,0,58848
11388,979008,6978,0,0,0,6978
11389,979009,11796,0,0,0,11796
11390,979010,23510,0,0,0,23510
11391,980001,70627,66,66,0,70693
11392,980002,1932,0,0,0,1932
11393,980003,7049,0,0,0,7049
11394,980004,76198,1772,1772,0,77970
11395,980005,97376,9227,9227,0,106603
11396,980006,14972,2249,2249,0,17221
11397,980007,44489,4234,4234,0,48723
11398,980008,5619,2706,2706,0,8325
11399,980009,2318,318,318,0,2636
11400,980010,84339,3785,3785,0,88124
11401,980011,14978,11128,11128,0,26106
11402,980012,45229,199,199,0,45428
11403,980013,24710,1136,1136,0,25846
11404,980014,38069,1362,1362,0,39431
11405,980015,10420,4579,4579,0,14999
11406,980016,32763,189,189,0,32952
11407,980017,27132,1562,1562,0,28694
11408,980018,73759,5493,5493,0,79252
11409,980019,101465,9001,9001,0,110466
11410,980020,44253,14369,14369,0,58622
11411,980021,6652,516,516,0,7168
11412,980022,5653,1172,1172,0,6825
11413,980023,68540,9580,9580,0,78120
11414,980024,77422,221,221,0,77643
11415,980025,23912,8616,8616,0,32528
11416,980026,9618,29,29,0,9647
11417,980027,15134,1214,1214,0,16348
11418,980028,9090,1449,1449,0,10539
11419,980029,86504,4001,4001,0,90505
11420,980030,22328,607,607,0,22935
11421,980031,171074,1100,1100,0,172174
11422,980032,8643,115,115,0,8758
11423,980033,8648,75,75,0,8723
11424,980034,9225,360,360,0,9585
11425,980035,42200,2896,2896,0,45096
11426,980036,43414,17959,17959,0,61373
11427,980037,31229,2252,2252,0,33481
11428,980038,21836,2556,2556,0,24392
11429,980039,6235,0,0,0,6235
11430,980040,3991,0,0,0,3991
11431,980041,19812,422,422,0,20234
11432,980042,22861,13101,13101,0,35962
11433,980043,115151,3065,3065,0,118216
11434,980044,20049,2491,2491,0,22540
11435,980045,39450,5230,5230,0,44680
11436,980046,17064,1295,1295,0,18359
11437,980047,11679,168,168,0,11847
11438,980048,26418,736,736,0,27154
11439,980049,28610,330,330,0,28940
11440,980050,20681,39,39,0,20720
11441,980051,34043,1611,1611,0,35654
11442,981001,8493,1451,1451,0,9944
11443,981002,21225,0,0,0,21225
11444,981003,34676,4346,4346,0,39022
11445,981004,86483,1663,1663,0,88146
11446,981005,8378,61,61,0,8439
11447,981006,29158,165,165,0,29323
11448,981007,29392,38,38,0,29430
11449,981008,83469,758,758,0,84227
11450,981009,15620,0,0,0,15620
11451,981010,18776,0,0,0,18776
11452,981011,62570,933,933,0,63503
11453,981012,43767,2061,2061,0,45828
11454,981013,25888,2583,2583,0,28471
11455,981014,10791,2628,2628,0,13419
11456,981015,7740,0,0,0,7740
11457,981016,18810,818,818,0,19628
11458,981017,14976,0,0,0,14976
11459,981018,10292,0,0,0,10292
11460,982001,191532,7158,7158,0,198690
11461,982002,16348,851,851,0,17199
11462,982003,11249,3202,3202,0,14451
11463,982004,92301,934,934,0,93235
11464,982005,11434,867,867,0,12301
11465,982006,31121,5158,5158,0,36279
11466,982007,25893,2715,2715,0,28608
11467,982008,19358,6264,6264,0,25622
11468,982009,31118,2601,2601,0,33719
11469,982010,47419,2988,2988,0,50407
11470,982011,117916,4881,4881,0,122797
11471,982012,9774,202,202,0,9976
11472,982013,33287,917,917,0,34204
11473,982014,103530,1628,1628,0,105158
11474,982015,89008,1670,1670,0,90678
11475,982016,55045,280,280,0,55325
11476,982017,16369,252,252,0,16621
11477,982018,13190,1051,1051,0,14241
11478,982019,37531,196,196,0,37727
11479,982020,34761,77,77,0,34838
11480,982021,33776,749,749,0,34525
11481,982022,43397,866,866,0,44263
11482,982023,12777,140,140,0,12917
11483,982024,38233,970,970,0,39203
11484,982025,25731,287,287,0,26018
11485,982026,14348,879,879,0,15227
11486,982027,5741,0,0,0,5741
11487,982028,9033,531,531,0,9564
11488,982029,47100,1516,1516,0,48616
11489,982030,12121,0,0,0,12121
11490,982031,17214,1343,1343,0,18557
11491,982032,15033,62,62,0,15095
11492,982033,50203,537,537,0,50740
11493,982034,12863,3354,3354,0,16217
11494,982035,28058,5132,5132,0,33190
11495,982036,37133,0,0,0,37133
11496,982037,12616,113,113,0,12729
11497,982038,36085,88,88,0,36173
11498,982039,30415,0,0,0,30415
11499,982040,229362,825,825,0,230187
11500,982041,1280,0,0,0,1280
11501,982042,5439,0,0,0,5439
11502,982043,46681,1875,1875,0,48556
11503,982044,17048,0,0,0,17048
11504,982045,30901,92,92,0,30993
11505,982046,13762,192,192,0,13954
11506,982047,5396,1365,1365,0,6761
11507,982048,12589,0,0,0,12589
11508,982049,28337,178,178,0,28515
11509,982050,18914,4547,4547,0,23461
11510,982051,13692,563,563,0,14255
11511,982052,13115,0,0,0,13115
11512,982053,50155,215,215,0,50370
11513,982054,25675,0,0,0,25675
11514,982055,6725,0,0,0,6725
11515,983001,70329,2363,2363,0,72692
11516,983002,22321,104,104,0,22425
11517,983003,18973,0,0,0,18973
11518,983004,60634,1380,1380,0,62014
11519,983005,7289,0,0,0,7289
11520,983006,24890,0,0,0,24890
11521,983007,4597,0,0,0,4597
11522,983008,5049,0,0,0,5049
11523,983009,43844,42,42,0,43886
11524,983010,45281,311,311,0,45592
11525,983011,8288,0,0,0,8288
11526,983012,11804,0,0,0,11804
11527,983013,29640,0,0,0,29640
11528,984001,77127,3984,3984,0,81111
11529,984002,50515,0,0,0,50515
11530,984003,33307,0,0,0,33307
11531,984004,164239,23626,23626,0,187865
11532,984005,10643,0,0,0,10643
11533,984006,2831,0,0,0,2831
11534,984007,165815,0,0,0,165815
11535,984008,10400,94,94,0,10494
11536,984009,13041,0,0,0,13041
11537,984010,5291,0,0,0,5291
11538,984011,133084,303,303,0,133387
11539,984012,16052,0,0,0,16052
11540,984013,81674,123,123,0,81797
11541,984014,24716,0,0,0,24716
11542,985001,43490,0,0,0,43490
11543,985002,12311,179,179,0,12490
11544,985003,20841,0,0,0,20841
11545,985004,72130,0,0,0,72130
11546,985005,277754,779,779,0,278533
11547,985006,66025,3797,3797,0,69822
11548,985007,26831,0,0,0,26831
11549,985008,16564,0,0,0,16564
11550,985009,94207,0,0,0,94207
11551,985010,310013,10143,10143,0,320156
11552,985011,164080,0,0,0,164080
11553,985012,5497,4,4,0,5501
11554,985013,12824,66,66,0,12890
11555,985014,19443,4492,4492,0,23935
11556,985015,164965,906,906,0,165871
11557,985016,99212,13,13,0,99225
11558,985017,241551,0,0,0,241551
11559,985018,34062,6516,6516,0,40578
11560,985019,93311,340,340,0,93651
11561,985020,61871,7288,7288,0,69159
11562,985021,224490,193,193,0,224683
11563,985022,71757,6602,6602,0,78359
11564,985023,123449,0,0,0,123449
11565,985024,157937,0,0,0,157937
11566,985025,60866,0,0,0,60866
11567,985026,61011,394,394,0,61405
11568,985027,175996,10,10,0,176006
11569,985028,41651,0,0,0,41651
11570,985029,71139,0,0,0,71139
11571,985030,14807,0,0,0,14807
11572,985031,106202,1364,1364,0,107566
11573,986001,86637,713,713,0,87350
11574,986002,18916,0,0,0,18916
11575,986003,42589,0,0,0,42589
11576,986004,49056,1260,1260,0,50316
11577,986005,35646,0,0,0,35646
11578,986006,43733,913,913,0,44646
11579,986007,46919,50,50,0,46969
11580,986008,63219,322,322,0,63541
11581,986009,32916,1872,1872,0,34788
11582,986010,132483,755,755,0,133238
11583,986011,7547,0,0,0,7547
11584,986012,33212,0,0,0,33212
11585,987001,14030,1837,1837,0,15867
11586,987002,29636,2052,2052,0,31688
11587,987003,83628,41,41,0,83669
11588,987004,12576,8,8,0,12584
11589,987005,37737,1911,1911,0,39648
11590,987006,20157,5573,5573,0,25730
11591,987007,22837,6866,6866,0,29703
11592,987008,19123,570,570,0,19693
11593,987009,57727,5212,5212,0,62939
11594,987010,40222,9642,9642,0,49864
11595,987011,30872,3493,3493,0,34365
11596,987012,46467,1499,1499,0,47966
11597,987013,13306,0,0,0,13306
11598,987014,28894,944,944,0,29838
11599,987015,23316,1200,1200,0,24516
11600,987016,43711,0,0,0,43711
11601,987017,55840,0,0,0,55840
11602,987018,105146,3570,3570,0,108716
11603,987019,18213,3026,3026,0,21239
11604,988001,57289,3347,3347,0,60636
11605,988002,24102,39,39,0,24141
11606,988003,117448,3670,3670,0,121118
11607,988004,385958,1936,1936,0,387894
11608,988005,6795,0,0,0,6795
11609,988006,67527,64,64,0,67591
11610,988007,72361,8012,8012,0,80373
11611,988008,106191,0,0,0,106191
11612,988009,90053,18433,18433,0,108486
11613,988010,28036,0,0,0,28036
11614,988011,16117,0,0,0,16117
11615,988012,16398,4990,4990,0,21388
11616,988013,226161,901,901,0,227062
11617,988014,7134,208,208,0,7342
11618,988015,12666,2245,2245,0,14911
11619,988016,35089,947,947,0,36036
11620,988017,2597,0,0,0,2597
11621,988018,44187,3988,3988,0,48175
11622,988019,51798,2479,2479,0,54277
11623,988020,3183,0,0,0,3183
11624,989001,7608,58,58,0,7666
11625,989002,29317,4,4,0,29321
11626,989003,36603,0,0,0,36603
11627,989004,16090,0,0,0,16090
11628,989005,162366,0,0,0,162366
11629,989006,56356,0,0,0,56356
11630,989007,37585,184,184,0,37769
11631,989008,119693,0,0,0,119693
11632,989009,10311,3,3,0,10314
11633,989010,22420,0,0,0,22420
11634,989011,8172,0,0,0,8172
11635,989012,22423,0,0,0,22423
11636,989013,12785,0,0,0,12785
11637,989014,7768,0,0,0,7768
11638,989015,37128,0,0,0,37128
11639,989016,6121,0,0,0,6121
11640,990001,106623,0,0,0,106623
11641,990002,14456,8329,8329,0,22785
11642,990003,169811,5039,5039,0,174850
11643,990004,49944,42,42,0,49986
11644,990005,62092,7906,7906,0,69998
11645,990006,32074,4003,4003,0,36077
11646,990007,225990,5912,5912,0,231902
11647,990008,5161,2497,2497,0,7658
11648,990009,121593,0,0,0,121593
11649,990010,3793,1889,1889,0,5682
11650,990011,5333,0,0,0,5333
11651,990012,5101,451,451,0,5552
11652,990013,3729,1448,1448,0,5177
11653,990014,41516,848,848,0,42364
11654,990015,14478,1812,1812,0,16290
11655,990016,7193,1326,1326,0,8519
11656,990017,32623,3319,3319,0,35942
11657,990018,44453,0,0,0,44453
11658,990019,43315,0,0,0,43315
11659,990020,1662,246,246,0,1908
11660,990021,84064,0,0,0,84064
11661,990022,26980,5041,5041,0,32021
11662,990023,18442,6305,6305,0,24747
11663,990024,9029,1155,1155,0,10184
